"Protein.IDs"	"Protein.names"	"Gene.names"	"Reverse"	"Only.identified.by.site"	"Potential.contaminant"	"LFQ.intensity.NCY71"	"LFQ.intensity.NCY59"	"LFQ.intensity.NCY79"	"LFQ.intensity.NCY205"	"LFQ.intensity.NCY70"	"LFQ.intensity.CLM01"	"LFQ.intensity.NCY208"	"LFQ.intensity.NCY219"	"LFQ.intensity.NCY220"	"LFQ.intensity.NCY26"	"LFQ.intensity.NCY226"	"LFQ.intensity.NCY64"	"LFQ.intensity.TRS04"	"LFQ.intensity.NCY200"	"LFQ.intensity.NCY217"	"LFQ.intensity.NCY222"	"LFQ.intensity.NCY201"	"LFQ.intensity.NCY206"	"LFQ.intensity.POI02"	"LFQ.intensity.CLM07"
"prot_353"	"Sit fermentum fringilla duis conubia ornare facilisi habitant cubilia ad enim placerat!"	"prot_353"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_354"	"Lorem velit ultricies malesuada conubia fames lectus cras sem dictum tincidunt senectus diam."	"prot_354"	""	""	""	7256800	0	10455000	0	6763300	7484100	9660700	0	5942400	0	0	8483600	16709000	6853600	5683600	0	0	15250000	8878300	8302400
"prot_355"	"Amet primis platea posuere ullamcorper tortor lacus pharetra fusce eget eros tincidunt sociosqu imperdiet."	"prot_355"	""	""	""	69627000	1096900000	92072000	237700000	175980000	99521000	49882000	354590000	53405000	180910000	116350000	487660000	49980000	498300000	241160000	269520000	318520000	975820000	331270000	245190000
"prot_356"	"Lorem aliquet volutpat nullam sociosqu nam aenean ac fusce eget malesuada."	"prot_356"	""	""	""	0	2919800	0	0	2165900	0	0	4204700	2673800	2833400	0	0	0	0	0	0	5765700	2635500	2806700	2871000
"prot_357"	"Sit fames porttitor hendrerit quam himenaeos dis in justo purus velit eget eleifend."	"prot_357"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_358"	"Adipiscing tristique taciti taciti sagittis tempus nostra varius nec a ultricies."	"prot_358"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395100	0	0	0	0	0
"prot_359"	"Adipiscing porta dis sociis praesent mus per porta mollis vitae senectus netus."	"prot_359"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	19955000	0	0	0	0	0	0	0
"prot_360"	"Adipiscing cras vivamus habitasse semper donec facilisis elementum odio."	"prot_360"	""	""	""	0	0	2684300	0	2036500	1780600	0	2548300	1552100	0	2348600	1348000	1874300	0	0	0	0	3330600	2876800	0
"prot_361"	"Adipiscing sociosqu phasellus montes est molestie orci urna habitant."	"prot_361"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_362"	"Elit mattis sodales facilisis ullamcorper tortor class dis felis consequat turpis inceptos?"	"prot_362"	"+"	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_363"	"Amet a sapien justo lacus platea rhoncus!"	"prot_363"	""	""	""	19073000	0	14237000	16045000	18242000	0	13737000	15361000	0	0	0	0	0	0	0	0	14803000	12178000	14106000	0
"prot_364"	"Ipsum aenean mauris aliquet nulla in varius neque litora elementum faucibus."	"prot_364"	""	""	""	0	0	0	0	10389000	0	15367000	0	11097000	0	0	8976300	0	0	0	0	0	12324000	0	8231700
"prot_365"	"Consectetur est natoque aliquam commodo pharetra pellentesque felis morbi suspendisse."	"prot_365"	""	""	""	0	17324000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_366"	"Consectetur enim facilisi curabitur platea mattis etiam sem inceptos senectus."	"prot_366"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_367"	"Amet quam bibendum sollicitudin parturient integer netus tellus vulputate hendrerit."	"prot_367"	""	""	""	8364100	0	8659500	10506000	15981000	7822900	98225000	0	0	0	8502500	47247000	67901000	23886000	272150000	4770000	9287000	0	0	0
"prot_368"	"Consectetur facilisis tincidunt suscipit ut purus vestibulum in aliquet!"	"prot_368"	""	"+"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_369"	"Lorem hendrerit donec tempus id suscipit."	"prot_369"	""	""	""	1137300000	429810000	1010300000	981410000	1106900000	925330000	836360000	1252300000	889970000	1022800000	910610000	992740000	949600000	8.2e+08	773060000	1031700000	1123100000	1035600000	978900000	780150000
"prot_370"	"Consectetur duis a erat posuere turpis platea urna praesent nostra nullam."	"prot_370"	""	""	""	0	0	3757100	0	0	0	0	7066300	0	0	8371000	4557500	0	10681000	0	0	0	98457000	11410000	0
"prot_371"	"Amet bibendum imperdiet sociosqu fames pulvinar faucibus elementum himenaeos tortor consequat."	"prot_371"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_372"	"Elit integer magna quis lacinia urna primis magna mus platea platea."	"prot_372"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_373"	"Amet tempus tellus magnis tristique sed purus natoque metus integer morbi."	"prot_373"	""	""	""	0	96661000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_374"	"Consectetur sociosqu tellus nullam suspendisse tortor cum integer cras aliquet aptent."	"prot_374"	""	""	""	0	0	0	0	0	3214300	0	0	0	10470000	0	0	0	0	0	0	0	0	0	0
"prot_375"	"Amet vel facilisi dui magnis malesuada taciti gravida volutpat pretium."	"prot_375"	""	""	""	50846000	0	5272800	6676900	15544000	26038000	37578000	12451000	4414700	20205000	11406000	10300000	29828000	11572000	9470700	30244000	26419000	6107000	36804000	6839800
"prot_376"	"Ipsum tellus dis aenean lobortis metus aliquam non phasellus volutpat libero varius?"	"prot_376"	""	""	""	0	0	20839000	0	0	18352000	0	0	36474000	18708000	0	0	0	0	0	0	17825000	28213000	15350000	23390000
"prot_377"	"Ipsum arcu vitae potenti interdum imperdiet vestibulum suscipit fringilla."	"prot_377"	""	""	""	169700000	703920000	167550000	369280000	202300000	113190000	314320000	104970000	403740000	105900000	140830000	229920000	373010000	317320000	342070000	106830000	113860000	107460000	94499000	261440000
"prot_378"	"Adipiscing curae purus venenatis sed nascetur scelerisque blandit praesent diam sociosqu vestibulum!"	"prot_378"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617400	0	0	6067200	0
"prot_379"	"Amet primis urna sapien aliquet cubilia suscipit posuere integer est cum maecenas."	"prot_379"	""	""	""	10699000	0	14715000	7967400	10328000	8056700	6412100	12345000	7153900	15783000	9382400	7255500	7775700	0	8390400	10682000	9420400	11657000	31462000	11436000
"prot_380"	"Amet orci lectus nibh phasellus vehicula tristique arcu aliquet libero."	"prot_380"	""	""	""	40608000	0	22103000	21757000	28892000	23248000	17956000	24547000	39156000	26172000	17832000	37795000	0	30826000	24227000	32923000	42605000	26550000	29061000	26063000
"prot_381"	"Ipsum imperdiet molestie commodo risus scelerisque tempor velit litora lectus."	"prot_381"	""	""	""	0	0	0	0	0	6325100	9403300	0	0	0	0	0	0	11918000	12482000	0	8543300	6128600	0	0
"prot_382"	"Amet sagittis integer erat tristique condimentum facilisi vel nascetur."	"prot_382"	""	""	""	0	0	0	0	6831000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_383"	"Dolor ultricies fusce cubilia luctus nulla magnis facilisis himenaeos nostra mauris dictum?"	"prot_383"	""	""	""	798960000	6403700000	859130000	783420000	968130000	630150000	863350000	148270000	920380000	428600000	116610000	705970000	1500100000	1.366e+09	2165100000	605840000	816890000	956430000	252020000	489330000
"prot_384"	"Consectetur penatibus pulvinar praesent pulvinar rutrum egestas velit maecenas mollis quis vel."	"prot_384"	""	""	""	48462000	39056000	7326700	15284000	8871800	24653000	12794000	49943000	12822000	25568000	29738000	26699000	16458000	21239000	15498000	13624000	26646000	52534000	16838000	28390000
"prot_385"	"Adipiscing iaculis senectus blandit lectus purus nibh volutpat etiam tempus."	"prot_385"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_386"	"Ipsum ante sodales morbi risus etiam hendrerit facilisis enim?"	"prot_386"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7684500	0	0
"prot_387"	"Sit neque at hendrerit maecenas maecenas nisi erat praesent!"	"prot_387"	""	""	""	83130000	0	78605000	0	0	30251000	31674000	30051000	24089000	39845000	77174000	44526000	25627000	46265000	0	35531000	57067000	24133000	72081000	32828000
"prot_388"	"Amet nisl himenaeos commodo volutpat justo curabitur et vel id netus."	"prot_388"	""	""	""	0	0	10655000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_389"	"Ipsum vestibulum phasellus tincidunt lobortis molestie velit nam facilisis aliquam."	"prot_389"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_390"	"Sit malesuada pulvinar maecenas lacinia taciti maecenas et convallis congue vivamus."	"prot_390"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_391"	"Sit dui at vitae cubilia hac."	"prot_391"	""	""	""	426890000	238640000	314220000	289810000	226180000	638730000	336440000	284300000	374990000	616630000	218850000	301350000	362110000	342400000	231880000	623160000	529330000	367910000	393650000	441830000
"prot_392"	"Lorem praesent ornare varius sed proin sociosqu felis lacinia fringilla magna!"	"prot_392"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9134500	0	0	0	0
"prot_393"	"Lorem nisl vel tortor massa dis diam molestie senectus vitae cursus!"	"prot_393"	""	""	"+"	0	0	0	0	0	0	0	0	0	0	0	26817000	0	0	0	0	0	0	0	0
"prot_394"	"Adipiscing quis torquent dictumst fusce dignissim suscipit pellentesque id."	"prot_394"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"prot_395"	"Consectetur gravida risus proin accumsan sagittis at tortor neque dapibus vel?"	"prot_395"	""	""	""	0	0	0	0	0	0	0	0	0	0	0	0	353310	0	0	0	0	0	0	0
"prot_396"	"Dolor pretium parturient felis dis vehicula dapibus fermentum morbi lacinia pharetra?"	"prot_396"	""	""	""	7478800	0	0	6368300	6588200	8700400	0	9106800	5614600	12340000	0	0	0	0	0	0	11874000	7823200	9425800	10099000
"prot_397"	"Adipiscing placerat massa quam elementum mauris posuere aenean quam quisque primis."	"prot_397"	""	""	""	0	0	12931000	0	8464300	5135200	0	19481000	8577900	0	6686100	8411200	7725800	0	0	0	0	13465000	6471400	10536000
"prot_398"	"Ipsum euismod dignissim commodo suspendisse hendrerit ac mi justo iaculis habitasse?"	"prot_398"	""	""	""	3721900	9317600	11743000	11953000	12687000	48683000	15107000	8385300	8057100	30361000	0	13851000	0	0	9153200	0	12415000	14963000	32833000	9155600
"prot_399"	"Amet mattis ullamcorper cubilia nostra vivamus posuere hendrerit feugiat inceptos habitant rhoncus."	"prot_399"	""	""	""	7237500	77089000	13178000	7875100	18854000	3528900	82332000	9259400	102960000	8464000	93056000	4995600	55648000	78740000	12164000	14754000	7863300	0	9301400	5692200
"prot_400"	"Elit aptent facilisis potenti accumsan leo tristique malesuada nostra consequat proin magnis dictumst volutpat?"	"prot_400"	""	""	""	0	0	5161200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
